,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
66089,2020,TEXAS,TX,LEON,48289.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,57,8674,20220315,TOTAL
66090,2020,TEXAS,TX,LEON,48289.0,US PRESIDENT,OTHER,OTHER,8,8674,20220315,TOTAL
66091,2020,TEXAS,TX,LEON,48289.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7523,8674,20220315,TOTAL
66092,2020,TEXAS,TX,LIBERTY,48291.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5785,29334,20220315,TOTAL
66093,2020,TEXAS,TX,LIBERTY,48291.0,US PRESIDENT,OTHER,GREEN,29,29334,20220315,TOTAL
66094,2020,TEXAS,TX,LIBERTY,48291.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,218,29334,20220315,TOTAL
66095,2020,TEXAS,TX,LIBERTY,48291.0,US PRESIDENT,OTHER,OTHER,0,29334,20220315,TOTAL
66096,2020,TEXAS,TX,LIBERTY,48291.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,23302,29334,20220315,TOTAL
66097,2020,TEXAS,TX,LIMESTONE,48293.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2213,9095,20220315,TOTAL
66098,2020,TEXAS,TX,LIMESTONE,48293.0,US PRESIDENT,OTHER,GREEN,27,9095,20220315,TOTAL
66099,2020,TEXAS,TX,LIMESTONE,48293.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,66,9095,20220315,TOTAL
66100,2020,TEXAS,TX,LIMESTONE,48293.0,US PRESIDENT,OTHER,OTHER,0,9095,20220315,TOTAL
66101,2020,TEXAS,TX,LIMESTONE,48293.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6789,9095,20220315,TOTAL
66102,2020,TEXAS,TX,LIPSCOMB,48295.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,131,1353,20220315,TOTAL
66103,2020,TEXAS,TX,LIPSCOMB,48295.0,US PRESIDENT,OTHER,GREEN,0,1353,20220315,TOTAL
66104,2020,TEXAS,TX,LIPSCOMB,48295.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,17,1353,20220315,TOTAL
66105,2020,TEXAS,TX,LIPSCOMB,48295.0,US PRESIDENT,OTHER,OTHER,0,1353,20220315,TOTAL
66106,2020,TEXAS,TX,LIPSCOMB,48295.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1205,1353,20220315,TOTAL
66107,2020,TEXAS,TX,LIVE OAK,48297.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,819,5054,20220315,TOTAL
66108,2020,TEXAS,TX,LIVE OAK,48297.0,US PRESIDENT,OTHER,GREEN,6,5054,20220315,TOTAL
66109,2020,TEXAS,TX,LIVE OAK,48297.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,30,5054,20220315,TOTAL
66110,2020,TEXAS,TX,LIVE OAK,48297.0,US PRESIDENT,OTHER,OTHER,0,5054,20220315,TOTAL
66111,2020,TEXAS,TX,LIVE OAK,48297.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4199,5054,20220315,TOTAL
66112,2020,TEXAS,TX,LLANO,48299.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2465,12660,20220315,TOTAL
66113,2020,TEXAS,TX,LLANO,48299.0,US PRESIDENT,OTHER,GREEN,16,12660,20220315,TOTAL
66114,2020,TEXAS,TX,LLANO,48299.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,99,12660,20220315,TOTAL
66115,2020,TEXAS,TX,LLANO,48299.0,US PRESIDENT,OTHER,OTHER,1,12660,20220315,TOTAL
66116,2020,TEXAS,TX,LLANO,48299.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10079,12660,20220315,TOTAL
66117,2020,TEXAS,TX,LOVING,48301.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4,66,20220315,TOTAL
66118,2020,TEXAS,TX,LOVING,48301.0,US PRESIDENT,OTHER,GREEN,0,66,20220315,TOTAL
66119,2020,TEXAS,TX,LOVING,48301.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,66,20220315,TOTAL
66120,2020,TEXAS,TX,LOVING,48301.0,US PRESIDENT,OTHER,OTHER,0,66,20220315,TOTAL
66121,2020,TEXAS,TX,LOVING,48301.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,60,66,20220315,TOTAL
66122,2020,TEXAS,TX,LUBBOCK,48303.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40017,120817,20220315,TOTAL
66123,2020,TEXAS,TX,LUBBOCK,48303.0,US PRESIDENT,OTHER,GREEN,276,120817,20220315,TOTAL
66124,2020,TEXAS,TX,LUBBOCK,48303.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1617,120817,20220315,TOTAL
66125,2020,TEXAS,TX,LUBBOCK,48303.0,US PRESIDENT,OTHER,OTHER,46,120817,20220315,TOTAL
66126,2020,TEXAS,TX,LUBBOCK,48303.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,78861,120817,20220315,TOTAL
66127,2020,TEXAS,TX,LYNN,48305.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,428,2293,20220315,TOTAL
66128,2020,TEXAS,TX,LYNN,48305.0,US PRESIDENT,OTHER,GREEN,2,2293,20220315,TOTAL
66129,2020,TEXAS,TX,LYNN,48305.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,10,2293,20220315,TOTAL
66130,2020,TEXAS,TX,LYNN,48305.0,US PRESIDENT,OTHER,OTHER,0,2293,20220315,TOTAL
66131,2020,TEXAS,TX,LYNN,48305.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1853,2293,20220315,TOTAL
66132,2020,TEXAS,TX,MCCULLOCH,48307.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,490,3436,20220315,TOTAL
66133,2020,TEXAS,TX,MCCULLOCH,48307.0,US PRESIDENT,OTHER,GREEN,6,3436,20220315,TOTAL
66134,2020,TEXAS,TX,MCCULLOCH,48307.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,36,3436,20220315,TOTAL
66135,2020,TEXAS,TX,MCCULLOCH,48307.0,US PRESIDENT,OTHER,OTHER,0,3436,20220315,TOTAL
66136,2020,TEXAS,TX,MCCULLOCH,48307.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2904,3436,20220315,TOTAL
66137,2020,TEXAS,TX,MCLENNAN,48309.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36688,97872,20220315,TOTAL
66138,2020,TEXAS,TX,MCLENNAN,48309.0,US PRESIDENT,OTHER,GREEN,243,97872,20220315,TOTAL
66139,2020,TEXAS,TX,MCLENNAN,48309.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1297,97872,20220315,TOTAL
66140,2020,TEXAS,TX,MCLENNAN,48309.0,US PRESIDENT,OTHER,OTHER,101,97872,20220315,TOTAL
66141,2020,TEXAS,TX,MCLENNAN,48309.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,59543,97872,20220315,TOTAL
66142,2020,TEXAS,TX,MCMULLEN,48311.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,53,516,20220315,TOTAL
66143,2020,TEXAS,TX,MCMULLEN,48311.0,US PRESIDENT,OTHER,GREEN,1,516,20220315,TOTAL
66144,2020,TEXAS,TX,MCMULLEN,48311.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,516,20220315,TOTAL
66145,2020,TEXAS,TX,MCMULLEN,48311.0,US PRESIDENT,OTHER,OTHER,0,516,20220315,TOTAL
66146,2020,TEXAS,TX,MCMULLEN,48311.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,460,516,20220315,TOTAL
66147,2020,TEXAS,TX,MADISON,48313.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1088,5298,20220315,TOTAL
66148,2020,TEXAS,TX,MADISON,48313.0,US PRESIDENT,OTHER,GREEN,10,5298,20220315,TOTAL
66149,2020,TEXAS,TX,MADISON,48313.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,30,5298,20220315,TOTAL
66150,2020,TEXAS,TX,MADISON,48313.0,US PRESIDENT,OTHER,OTHER,1,5298,20220315,TOTAL
66151,2020,TEXAS,TX,MADISON,48313.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4169,5298,20220315,TOTAL
66152,2020,TEXAS,TX,MARION,48315.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1339,4864,20220315,TOTAL
66153,2020,TEXAS,TX,MARION,48315.0,US PRESIDENT,OTHER,GREEN,8,4864,20220315,TOTAL
66154,2020,TEXAS,TX,MARION,48315.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,47,4864,20220315,TOTAL
66155,2020,TEXAS,TX,MARION,48315.0,US PRESIDENT,OTHER,OTHER,0,4864,20220315,TOTAL
66156,2020,TEXAS,TX,MARION,48315.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3470,4864,20220315,TOTAL
66157,2020,TEXAS,TX,MARTIN,48317.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,288,2160,20220315,TOTAL
66158,2020,TEXAS,TX,MARTIN,48317.0,US PRESIDENT,OTHER,GREEN,2,2160,20220315,TOTAL
66159,2020,TEXAS,TX,MARTIN,48317.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,2160,20220315,TOTAL
66160,2020,TEXAS,TX,MARTIN,48317.0,US PRESIDENT,OTHER,OTHER,0,2160,20220315,TOTAL
66161,2020,TEXAS,TX,MARTIN,48317.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1857,2160,20220315,TOTAL
66162,2020,TEXAS,TX,MASON,48319.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,457,2474,20220315,TOTAL
66163,2020,TEXAS,TX,MASON,48319.0,US PRESIDENT,OTHER,GREEN,2,2474,20220315,TOTAL
66164,2020,TEXAS,TX,MASON,48319.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,19,2474,20220315,TOTAL
66165,2020,TEXAS,TX,MASON,48319.0,US PRESIDENT,OTHER,OTHER,5,2474,20220315,TOTAL
66166,2020,TEXAS,TX,MASON,48319.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1991,2474,20220315,TOTAL
66167,2020,TEXAS,TX,MATAGORDA,48321.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3733,13727,20220315,TOTAL
66168,2020,TEXAS,TX,MATAGORDA,48321.0,US PRESIDENT,OTHER,GREEN,33,13727,20220315,TOTAL
66169,2020,TEXAS,TX,MATAGORDA,48321.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,115,13727,20220315,TOTAL
66170,2020,TEXAS,TX,MATAGORDA,48321.0,US PRESIDENT,OTHER,OTHER,1,13727,20220315,TOTAL
66171,2020,TEXAS,TX,MATAGORDA,48321.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9845,13727,20220315,TOTAL
66172,2020,TEXAS,TX,MAVERICK,48323.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8332,15346,20220315,TOTAL
66173,2020,TEXAS,TX,MAVERICK,48323.0,US PRESIDENT,OTHER,GREEN,60,15346,20220315,TOTAL
66174,2020,TEXAS,TX,MAVERICK,48323.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,73,15346,20220315,TOTAL
66175,2020,TEXAS,TX,MAVERICK,48323.0,US PRESIDENT,OTHER,OTHER,0,15346,20220315,TOTAL
66176,2020,TEXAS,TX,MAVERICK,48323.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6881,15346,20220315,TOTAL
66177,2020,TEXAS,TX,MEDINA,48325.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6773,22657,20220315,TOTAL
66178,2020,TEXAS,TX,MEDINA,48325.0,US PRESIDENT,OTHER,GREEN,45,22657,20220315,TOTAL
66179,2020,TEXAS,TX,MEDINA,48325.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,184,22657,20220315,TOTAL
66180,2020,TEXAS,TX,MEDINA,48325.0,US PRESIDENT,OTHER,OTHER,13,22657,20220315,TOTAL
66181,2020,TEXAS,TX,MEDINA,48325.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15642,22657,20220315,TOTAL
66182,2020,TEXAS,TX,MENARD,48327.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,197,1028,20220315,TOTAL
66183,2020,TEXAS,TX,MENARD,48327.0,US PRESIDENT,OTHER,GREEN,2,1028,20220315,TOTAL
66184,2020,TEXAS,TX,MENARD,48327.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6,1028,20220315,TOTAL
66185,2020,TEXAS,TX,MENARD,48327.0,US PRESIDENT,OTHER,OTHER,0,1028,20220315,TOTAL
66186,2020,TEXAS,TX,MENARD,48327.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,823,1028,20220315,TOTAL
66187,2020,TEXAS,TX,MIDLAND,48329.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12329,58859,20220315,TOTAL
66188,2020,TEXAS,TX,MIDLAND,48329.0,US PRESIDENT,OTHER,GREEN,126,58859,20220315,TOTAL
66189,2020,TEXAS,TX,MIDLAND,48329.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,777,58859,20220315,TOTAL
66190,2020,TEXAS,TX,MIDLAND,48329.0,US PRESIDENT,OTHER,OTHER,3,58859,20220315,TOTAL
66191,2020,TEXAS,TX,MIDLAND,48329.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,45624,58859,20220315,TOTAL
66192,2020,TEXAS,TX,MILAM,48331.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2496,10578,20220315,TOTAL
66193,2020,TEXAS,TX,MILAM,48331.0,US PRESIDENT,OTHER,GREEN,24,10578,20220315,TOTAL
66194,2020,TEXAS,TX,MILAM,48331.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,72,10578,20220315,TOTAL
66195,2020,TEXAS,TX,MILAM,48331.0,US PRESIDENT,OTHER,OTHER,2,10578,20220315,TOTAL
66196,2020,TEXAS,TX,MILAM,48331.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7984,10578,20220315,TOTAL
66197,2020,TEXAS,TX,MILLS,48333.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,271,2505,20220315,TOTAL
66198,2020,TEXAS,TX,MILLS,48333.0,US PRESIDENT,OTHER,GREEN,2,2505,20220315,TOTAL
66199,2020,TEXAS,TX,MILLS,48333.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,15,2505,20220315,TOTAL
66200,2020,TEXAS,TX,MILLS,48333.0,US PRESIDENT,OTHER,OTHER,0,2505,20220315,TOTAL
66201,2020,TEXAS,TX,MILLS,48333.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2217,2505,20220315,TOTAL
66202,2020,TEXAS,TX,MITCHELL,48335.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,397,2579,20220315,TOTAL
66203,2020,TEXAS,TX,MITCHELL,48335.0,US PRESIDENT,OTHER,GREEN,1,2579,20220315,TOTAL
66204,2020,TEXAS,TX,MITCHELL,48335.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,11,2579,20220315,TOTAL
66205,2020,TEXAS,TX,MITCHELL,48335.0,US PRESIDENT,OTHER,OTHER,0,2579,20220315,TOTAL
66206,2020,TEXAS,TX,MITCHELL,48335.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2170,2579,20220315,TOTAL
66207,2020,TEXAS,TX,MONTAGUE,48337.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1097,9819,20220315,TOTAL
66208,2020,TEXAS,TX,MONTAGUE,48337.0,US PRESIDENT,OTHER,GREEN,24,9819,20220315,TOTAL
66209,2020,TEXAS,TX,MONTAGUE,48337.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,78,9819,20220315,TOTAL
66210,2020,TEXAS,TX,MONTAGUE,48337.0,US PRESIDENT,OTHER,OTHER,5,9819,20220315,TOTAL
66211,2020,TEXAS,TX,MONTAGUE,48337.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8615,9819,20220315,TOTAL
66212,2020,TEXAS,TX,MONTGOMERY,48339.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,74377,271543,20220315,TOTAL
66213,2020,TEXAS,TX,MONTGOMERY,48339.0,US PRESIDENT,OTHER,GREEN,526,271543,20220315,TOTAL
66214,2020,TEXAS,TX,MONTGOMERY,48339.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3166,271543,20220315,TOTAL
66215,2020,TEXAS,TX,MONTGOMERY,48339.0,US PRESIDENT,OTHER,OTHER,92,271543,20220315,TOTAL
66216,2020,TEXAS,TX,MONTGOMERY,48339.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,193382,271543,20220315,TOTAL
66217,2020,TEXAS,TX,MOORE,48341.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1062,5508,20220315,TOTAL
66218,2020,TEXAS,TX,MOORE,48341.0,US PRESIDENT,OTHER,GREEN,21,5508,20220315,TOTAL
66219,2020,TEXAS,TX,MOORE,48341.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,66,5508,20220315,TOTAL
66220,2020,TEXAS,TX,MOORE,48341.0,US PRESIDENT,OTHER,OTHER,0,5508,20220315,TOTAL
66221,2020,TEXAS,TX,MOORE,48341.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4359,5508,20220315,TOTAL
66222,2020,TEXAS,TX,MORRIS,48343.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1669,5587,20220315,TOTAL
66223,2020,TEXAS,TX,MORRIS,48343.0,US PRESIDENT,OTHER,GREEN,10,5587,20220315,TOTAL
66224,2020,TEXAS,TX,MORRIS,48343.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,36,5587,20220315,TOTAL
66225,2020,TEXAS,TX,MORRIS,48343.0,US PRESIDENT,OTHER,OTHER,0,5587,20220315,TOTAL
66226,2020,TEXAS,TX,MORRIS,48343.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3872,5587,20220315,TOTAL
66227,2020,TEXAS,TX,MOTLEY,48345.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,46,652,20220315,TOTAL
66228,2020,TEXAS,TX,MOTLEY,48345.0,US PRESIDENT,OTHER,GREEN,0,652,20220315,TOTAL
66229,2020,TEXAS,TX,MOTLEY,48345.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,652,20220315,TOTAL
66230,2020,TEXAS,TX,MOTLEY,48345.0,US PRESIDENT,OTHER,OTHER,0,652,20220315,TOTAL
66231,2020,TEXAS,TX,MOTLEY,48345.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,604,652,20220315,TOTAL
66232,2020,TEXAS,TX,NACOGDOCHES,48347.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9000,26785,20220315,TOTAL
66233,2020,TEXAS,TX,NACOGDOCHES,48347.0,US PRESIDENT,OTHER,GREEN,83,26785,20220315,TOTAL
66234,2020,TEXAS,TX,NACOGDOCHES,48347.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,302,26785,20220315,TOTAL
66235,2020,TEXAS,TX,NACOGDOCHES,48347.0,US PRESIDENT,OTHER,OTHER,22,26785,20220315,TOTAL
66236,2020,TEXAS,TX,NACOGDOCHES,48347.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17378,26785,20220315,TOTAL
66237,2020,TEXAS,TX,NAVARRO,48349.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5101,19123,20220315,TOTAL
66238,2020,TEXAS,TX,NAVARRO,48349.0,US PRESIDENT,OTHER,GREEN,53,19123,20220315,TOTAL
66239,2020,TEXAS,TX,NAVARRO,48349.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,167,19123,20220315,TOTAL
66240,2020,TEXAS,TX,NAVARRO,48349.0,US PRESIDENT,OTHER,OTHER,2,19123,20220315,TOTAL
66241,2020,TEXAS,TX,NAVARRO,48349.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13800,19123,20220315,TOTAL
66242,2020,TEXAS,TX,NEWTON,48351.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1173,6094,20220315,TOTAL
66243,2020,TEXAS,TX,NEWTON,48351.0,US PRESIDENT,OTHER,GREEN,5,6094,20220315,TOTAL
66244,2020,TEXAS,TX,NEWTON,48351.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,34,6094,20220315,TOTAL
66245,2020,TEXAS,TX,NEWTON,48351.0,US PRESIDENT,OTHER,OTHER,0,6094,20220315,TOTAL
66246,2020,TEXAS,TX,NEWTON,48351.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4882,6094,20220315,TOTAL
66247,2020,TEXAS,TX,NOLAN,48353.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1162,5357,20220315,TOTAL
66248,2020,TEXAS,TX,NOLAN,48353.0,US PRESIDENT,OTHER,GREEN,10,5357,20220315,TOTAL
66249,2020,TEXAS,TX,NOLAN,48353.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,53,5357,20220315,TOTAL
66250,2020,TEXAS,TX,NOLAN,48353.0,US PRESIDENT,OTHER,OTHER,1,5357,20220315,TOTAL
66251,2020,TEXAS,TX,NOLAN,48353.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4131,5357,20220315,TOTAL
66252,2020,TEXAS,TX,NUECES,48355.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,60925,127322,20220315,TOTAL
66253,2020,TEXAS,TX,NUECES,48355.0,US PRESIDENT,OTHER,GREEN,368,127322,20220315,TOTAL
66254,2020,TEXAS,TX,NUECES,48355.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1404,127322,20220315,TOTAL
66255,2020,TEXAS,TX,NUECES,48355.0,US PRESIDENT,OTHER,OTHER,8,127322,20220315,TOTAL
66256,2020,TEXAS,TX,NUECES,48355.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,64617,127322,20220315,TOTAL
66257,2020,TEXAS,TX,OCHILTREE,48357.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,302,3156,20220315,TOTAL
66258,2020,TEXAS,TX,OCHILTREE,48357.0,US PRESIDENT,OTHER,GREEN,3,3156,20220315,TOTAL
66259,2020,TEXAS,TX,OCHILTREE,48357.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,37,3156,20220315,TOTAL
66260,2020,TEXAS,TX,OCHILTREE,48357.0,US PRESIDENT,OTHER,OTHER,2,3156,20220315,TOTAL
66261,2020,TEXAS,TX,OCHILTREE,48357.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2812,3156,20220315,TOTAL
66262,2020,TEXAS,TX,OLDHAM,48359.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,81,1009,20220315,TOTAL
66263,2020,TEXAS,TX,OLDHAM,48359.0,US PRESIDENT,OTHER,GREEN,1,1009,20220315,TOTAL
66264,2020,TEXAS,TX,OLDHAM,48359.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,10,1009,20220315,TOTAL
66265,2020,TEXAS,TX,OLDHAM,48359.0,US PRESIDENT,OTHER,OTHER,0,1009,20220315,TOTAL
66266,2020,TEXAS,TX,OLDHAM,48359.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,917,1009,20220315,TOTAL
66267,2020,TEXAS,TX,ORANGE,48361.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6357,35994,20220315,TOTAL
66268,2020,TEXAS,TX,ORANGE,48361.0,US PRESIDENT,OTHER,GREEN,51,35994,20220315,TOTAL
66269,2020,TEXAS,TX,ORANGE,48361.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,376,35994,20220315,TOTAL
66270,2020,TEXAS,TX,ORANGE,48361.0,US PRESIDENT,OTHER,OTHER,24,35994,20220315,TOTAL
66271,2020,TEXAS,TX,ORANGE,48361.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,29186,35994,20220315,TOTAL
66272,2020,TEXAS,TX,PALO PINTO,48363.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2178,12489,20220315,TOTAL
66273,2020,TEXAS,TX,PALO PINTO,48363.0,US PRESIDENT,OTHER,GREEN,27,12489,20220315,TOTAL
66274,2020,TEXAS,TX,PALO PINTO,48363.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,101,12489,20220315,TOTAL
66275,2020,TEXAS,TX,PALO PINTO,48363.0,US PRESIDENT,OTHER,OTHER,4,12489,20220315,TOTAL
66276,2020,TEXAS,TX,PALO PINTO,48363.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10179,12489,20220315,TOTAL
66277,2020,TEXAS,TX,PANOLA,48365.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2057,11451,20220315,TOTAL
66278,2020,TEXAS,TX,PANOLA,48365.0,US PRESIDENT,OTHER,GREEN,11,11451,20220315,TOTAL
66279,2020,TEXAS,TX,PANOLA,48365.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,57,11451,20220315,TOTAL
66280,2020,TEXAS,TX,PANOLA,48365.0,US PRESIDENT,OTHER,OTHER,0,11451,20220315,TOTAL
66281,2020,TEXAS,TX,PANOLA,48365.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9326,11451,20220315,TOTAL
66282,2020,TEXAS,TX,PARKER,48367.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13017,76128,20220315,TOTAL
66283,2020,TEXAS,TX,PARKER,48367.0,US PRESIDENT,OTHER,GREEN,158,76128,20220315,TOTAL
66284,2020,TEXAS,TX,PARKER,48367.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,880,76128,20220315,TOTAL
66285,2020,TEXAS,TX,PARKER,48367.0,US PRESIDENT,OTHER,OTHER,28,76128,20220315,TOTAL
66286,2020,TEXAS,TX,PARKER,48367.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,62045,76128,20220315,TOTAL
66287,2020,TEXAS,TX,PARMER,48369.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,488,2650,20220315,TOTAL
66288,2020,TEXAS,TX,PARMER,48369.0,US PRESIDENT,OTHER,GREEN,4,2650,20220315,TOTAL
66289,2020,TEXAS,TX,PARMER,48369.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,23,2650,20220315,TOTAL
66290,2020,TEXAS,TX,PARMER,48369.0,US PRESIDENT,OTHER,OTHER,0,2650,20220315,TOTAL
66291,2020,TEXAS,TX,PARMER,48369.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2135,2650,20220315,TOTAL
66292,2020,TEXAS,TX,PECOS,48371.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1382,4668,20220315,TOTAL
66293,2020,TEXAS,TX,PECOS,48371.0,US PRESIDENT,OTHER,GREEN,21,4668,20220315,TOTAL
66294,2020,TEXAS,TX,PECOS,48371.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,50,4668,20220315,TOTAL
