facility ID,facility name,,telehealth clinic only,full address,street address,city,state,zip code,latitude,longitude,phone number,website,open in 2021,provided abortions in 2021,provided MAB in 2021,MAB gestational limit in 2021,median state cost for medication abortion in 2021,provided procedural abortion in 2021,procedural abortion gestational limit in 2021,median state cost for first trimester procedural abortion in 2021,median state cost for second trimester procedural abortion in 2021,date facility opened,facility closure date/info,date of last facility update
947,Pregnancy Consultation Center,,,"5301 F Street, Suite 10, Sacramento, CA 95819","5301 F Street, Suite 10",Sacramento,CA,95819,38.5704,-121.437,(916) 446-0222,http://www.pregnancyconsultation.com,no,no,,,700,,,750,926,,2013,
948,Premier Ob/Gyn,,,"1815 West 13th Street Suite #6, Wilmington, DE 19806",1815 West 13th Street Suite #6,Wilmington,DE,19806,39.7562,-75.5655,(302) 502-3869,http://www.premierobgyn.org/index.php,no,no,,,490,,,490,673,,2017,7/18/2021 (web only)
949,Presidential Women's Center,,,"100 Northpoint Pkwy., West Palm Beach, FL 33407",100 Northpoint Pkwy.,West Palm Beach,FL,33407,26.7606,-80.0993,(561) 686-3859,http://www.presidentialcenter.com/,yes,yes,Yes,11,543,Yes,24,550,650,,,12/23/21
950,Preterm,,,"12000 Shaker Boulevard, Cleveland, OH 44120",12000 Shaker Boulevard,Cleveland,OH,44120,41.4838,-81.5991,(216) 991-4000,http://www.preterm.org/,yes,yes,Yes,10,650,Yes,21.6,650,1100,,,12/30/21
951,"Private Abortion Clinic: Boris I. Orkin, MD",,,"1180 Beacon Street, Suite 5B, Brookline, MA 02446","1180 Beacon Street, Suite 5B",Brookline,MA,2446,42.3441,-71.1147,(617) 277-0090,http://www.abortion-clinic-boston.com/,yes,yes,Yes,9,650,Yes,27,700,725,,,12/27/21
952,Pro-Choice Medical Center,,,"99 North La Cienega Blvd, Beverly Hills, CA 90211",99 North La Cienega Blvd,Beverly Hills,CA,90211,34.0676,-118.376,(310) 913-2120,http://prochoicemedical.com,yes,no,No,,700,Yes,24,750,926,,,9/24/2021 (phone)
953,Professional Gynecological Services (extension of Brooklyn Abortion Clinic),,,"14 DeKalb Ave, 2nd Floor, Brooklyn, NY 11201","14 Dekalb Ave, 2nd Floor",Brooklyn,NY,11201,40.6899,-73.9829,(718) 875-4848,https://www.thewomenschoice.com/,yes,yes,Yes,7,580,Yes,22,580,600,,,12/28/21
954,Professional Gynecological Services: Brooklyn Abortion Clinic,,,"14 Dekalb Ave, 4th Floor, Brooklyn, NY 11201","14 Dekalb Ave, 4th Floor",Brooklyn,NY,11201,40.6899,-73.9829,(718) 369-1900,http://www.brooklynabortionclinic.nyc,yes,yes,Yes,9,580,Yes,24,580,600,,,12/28/21
955,Red River Women's Clinic,,,"512 First Avenue North, Fargo, ND 58102",512 First Avenue North,Fargo,ND,58102,46.8769,-96.7864,(701) 298-9999,https://www.redriverwomensclinic.com/,yes,yes,Yes,10,650,Yes,16,675,,,,12/22/21
956,Reproductive Health Services of Montgomery,,,"811 South Perry Street, Montgomery, AL 36104",811 South Perry Street,Montgomery,AL,36104,32.3661,-86.3069,(334) 834-4988,https://rhs4choice.com/,yes,yes,Yes,12,600,Yes,14.4,700,800,,,9/2/2021 (phone)
957,Reproductive Health Services: Germantown Abortion Clinic,,,"13233 Executive Park Terrace, Germantown, MD 20874",13233 Executive Park Terrace,Germantown,MD,20874,39.18,-77.2738,(301) 353-9200,https://www.abortionclinics.com/state/maryland-abortion-clinics/,no,no,,,390,,,431,922,,2017,12/29/21
958,Reproductive Health Services: Prince George's Abortion Clinic,,,"7411 Riggs Rd Suite 300, Hyattsville, MD 20783",7411 Riggs Rd Suite 300,Hyattsville,MD,20783,38.9826,-76.979,(301) 434-2300,https://www.abortionclinics.com/state/maryland-abortion-clinics/,no,no,,,390,,,431,922,,2017,12/29/21
959,Reproductive Services of Harlingen,,,"613 Sesame Drive West, Harlingen, Texas 78550",613 Sesame Drive West,Harlingen,TX,78550,26.1652,-97.6816,(956) 428-6242,http://www.reproductive-services.com/,no,no,,,650,,,715,850,,2014,12/29/21
960,"Reproductive Services: Reproductive Services of El Paso, Texas",,,"1511 E Missouri Avenue, El Paso, TX 79902",1511 E Missouri Avenue,El Paso,TX,79902,31.7702,-106.477,(915) 626-5193,http://reproductiveservices.com/,no,no,,,650,,,715,850,,2018,12/29/21
961,Richmond Medical Center for Women,,,"118 N Boulevard, Richmond, VA 23220",118 N Boulevard,Richmond,VA,23220,37.534,-77.4825,(804) 359-5066,http://www.richmondmedctrforwomen.com/Home.html,yes,yes,Yes,10,433,Yes,21,450,850,,,12/21/21 (phone)
962,Rising Star Wellness Center,,,"3189 Logan Valley Rd, Traverse City, MI 49684",3189 Logan Valley Rd,Traverse City,MI,49684,44.7319,-85.6188,(231) 932-1988,,no,no,,,550,,,550,675,,2016,12/29/21
963,Roanoke Medical Center for Women,,,"1119 2nd Street SW, Roanoke, VA 24016",1119 2nd Street SW,Roanoke,VA,24016,37.263,-79.9438,(540) 981-1246,http://richmondmedctrforwomen.com,yes,yes,Yes,8,433,Yes,14,450,850,,,12/21/21 (phone)
964,Robbinsdale Clinic P.A.,,,"3819 West Broadway, Minneapolis, MN 55422",3819 West Broadway,Minneapolis,MN,55422,45.0251,-93.3322,(763) 533-2534,http://www.robbinsdaleclinic.com/,yes,yes,Yes,10,650,Yes,12,700,748,,,12/27/21
965,Rocky Mountain Women's Care,,,"1601 East 19th Ave, Suite 4200, Denver, CO 80218","1601 East 19th Ave, Suite 4200",Denver,CO,80218,39.7461,-104.968,(303) 861-4914,http://www.rmwcobgyn.com/,yes,no,Yes,7,458,Yes,13,747,2100,,,7/17/2021 (web only)
966,Roosevelt Women's Medical Care,,,"78-13 Roosevelt Avenue, Jackson Heights, NY 11372",7813 Roosevelt Avenue,Jackson Heights,NY,11372,40.7473,-73.8875,(718) 205-0234,http://queensabortionclinic.com/?utm_source=gmb&utm_medium=referral,yes,yes,Yes,9,580,Yes,23,580,600,,,12/28/21
967,Rose Medical Center,,,"4567 E. 9th Ave., Denver, CO 80220",4567 E. 9th Ave.,Denver,CO,80220,39.7311,-104.934,(303) 320-2121,http://www.rosemed.com/,yes,no,Yes,9,458,Yes,20,747,2100,,,7/17/2021 (web only)
968,Rose Women's Medical Center,,,"9540 Addison Avenue, Franklin Park, IL 60131",9540 Addison Avenue,Franklin Park,IL,60131,41.9441,-87.8652,(847) 916-2447,https://www.rosewomenshealthcenter.com/,yes,yes,Yes,10,470,No,,480,1385,,,12/22/21
969,Routh St Women's Clinic,,,"4321 Central Expy, Dallas, TX 75205",4321 Central Expy,Dallas,TX,75205,32.8178,-96.7886,(214) 748-8611,http://www.routhstreet.com/,no,no,,,650,,,715,850,,2015,12/29/21
971,S. Dekalb Gynecology Associates,,,"4229 Snapfinger Woods Dr, Suite A, Decatur, GA 30035","4229 Snapfinger Woods Dr, Suite A",Decatur,GA,30035,33.7147,-84.2178,404-284-3200,https://www.southeastdekalbgyn.com/our-services,yes,no,Yes,10,476,Yes,13.6,485,,,,7/20/2021 (web only)
972,SEP Medical Clinic,,,"2638 East Florence Avenue, Huntington Park, CA 90255",2638 East Florence Avenue,Huntington Park,CA,90255,33.974,-118.224,(323) 588-3800,http://sepmedical.com/,yes,yes,Yes,10,700,No,,750,926,,,9/24/2021 (phone)
975,Safe and Sound for Women,,,"3131 La Canada Street, Las Vegas, NV 89169",3131 La Canada Street,Las Vegas,NV,89169,36.1327,-115.132,(702) 221-7233,http://www.safeandsoundforwomen.com/,yes,yes,Yes,8,600,Yes,23,860,,,,10/04/2021 (phone)
977,San Francisco Women's Healthcare: 1,,,"1 Daniel Burnham Court, Suite 230C , San Francisco, CA 94109","1 Daniel Burnham Court, Suite 230C",San Francisco,CA,94109,37.787,-122.422,(415) 578-6138,https://www.sfwomenshealthcare.com/,yes,yes,Yes,7,700,Yes,10,750,926,2018,,6/7/2021 (web only)
978,San Francisco Women's Healthcare: 2,,,"3838 California Street, Suite 412, San Francisco , CA 94118","3838 California Street, Suite 412",San Francisco,CA,94118,37.7859,-122.458,(415) 578-6139,https://www.sfwomenshealthcare.com/,yes,yes,Yes,7,700,Yes,10,750,926,,,6/7/2021 (web only)
981,Santa Clara Valley Medical Center: Milpitas - OB/GYN Clinic,,,"143 North Main Street, Milpitas, CA 95035",143 North Main Street,Milpitas,CA,95035,37.4325,-121.907,(408) 885-5000,https://www.scvmc.org/clinics-and-locations/Milpitas/Pages/overview.aspx,yes,no,Yes,,700,Yes,24,750,926,,,9/24/2021 (phone)
982,Santa Clara Valley Medical Center: Sunnyvale - OB/GYN,,,"660 S. Fair Oaks Avenue, Sunnyvale, CA 94086",660 S. Fair Oaks Avenue,Sunnyvale,CA,94086,37.3651,-122.024,(408) 885-5000,https://www.scvmc.org/clinics-and-locations/Sunnyvale/Pages/overview.aspx,yes,no,Yes,,700,Yes,24,750,926,,,9/24/2021 (phone)
983,Santa Clara Valley Medical Center: Tully - OB/GYN,,,"500 Tully Road, San Jose, CA 95111",500 Tully Road,San Jose,CA,95111,37.3063,-121.85,(408) 885-5000,https://www.scvmc.org/clinics-and-locations/Tully/Pages/overview.aspx,yes,no,Yes,,700,Yes,24,750,926,,,9/24/2021 (phone)
984,Savannah Medical Clinic,,,"120 East 34th Street, Savannah, GA 31401",120 East 34th Street,Savannah,GA,31401,32.0593,-81.0978,(912) 236-1603,http://savannahmedicalclinic.com/,yes,yes,Yes,9,476,Yes,16,485,,,,10/01/2021 (phone)
985,Scotsdale Women's Center,,,"19305 West 7 Mile Rd, Detroit, MI, 48219",19305 West 7 Mile Rd,Detroit,MI,48219,42.4297,-83.2323,(313) 538-2020,https://detroitabortioncenter.com/,yes,yes,Yes,10,550,Yes,15.6,550,675,,,12/30/21
986,Sharp Chula Vista Medical Center,,,"751 Medical Center Ct, Suite 209, Chula Vista, CA 91911","751 Medical Center Ct, Suite 209",Chula Vista,CA,91911,32.6187,-117.024,619-502-5800,http://www.sharp.com/chula-vista/index.cfm,yes,no,,,700,,,750,926,,,6/9/2021 (web only)
987,Silver Spring Gynecology and Family Planning,,,"1111 Spring Street, Suite G2, Silver Spring, MD 20910","1111 Spring Street, Suite G2",Silver Spring,MD,20910,39.0002,-77.0289,(240) 691-4390,http://www.silverspringwomenscare.com/,yes,yes,Yes,10,390,Yes,19,431,922,,,12/30/21
988,Simi Women's Center: Glendale,,,"1222 South Glendale Avenue #3, Glendale, CA 91205",1222 South Glendale Avenue #3,Glendale,CA,91205,34.1317,-118.252,(818) 500-1163,https://www.simiwomenscenter.com/,yes,yes,Yes,7,700,Yes,13.5,750,926,,,10/01/2021 (phone)
989,South Avenue Women's Services,,,"1000 South Avenue, Rochester, NY 14620",1000 South Avenue,Rochester,NY,14620,43.1352,-77.6077,(585) 271-3850,http://www.southavewomensservices.com/,yes,yes,Yes,9,580,Yes,12,580,600,,,12/28/21
990,South Jersey Women's Center,,,"1014 Haddonfield Road, Cherry Hill, NJ 08002",1014 Haddonfield Road,Cherry Hill,NJ,8002,39.9224,-75.0335,(856) 662-5282,www.sjwc.net,no,no,,,490,,,400,700,,2015,8/14/20
991,"South Orange Gynecology, P.C.",,,"600 State Route 208, Monroe, NY 10950",600 State Route 208,Monroe,NY,10950,41.3578,-74.1913,(845) 782-7277,http://www.southorangegyn.net/,no,no,,,580,,,580,600,,,12/28/21
992,South Orange Women's Care,,,"106 Valley Street, South Orange, NJ 07079-2886",106 Valley Street,South Orange,NJ,7079,40.7441,-74.26,(973) 763-4334,https://www.southorangeobgyn.com/,yes,yes,Yes,10,490,No,,400,700,,,9/20/21
993,Southwest Florida Women's Clinic,,,"1890 N. Tamiami Trail, Unit F, N. Fort Myers, Florida 33903","1890 N. Tamiami Trail, Unit F",N. Fort Myers,FL,33903,26.6851,-81.8844,(239) 995-1111,http://www.swflwomensclinic.com/,no,no,,,543,,,550,650,,2018,7/26/2021 (web only)
994,Southwest Florida Women's Clinic: Venice Women's Health Center,,,"21178 Olean Boulevard, Port Charlotte, FL 33952","21178 Olean Boulevard, unit C",Port Charlotte,FL,33952,26.9861,-82.1008,(941) 629-3646,http://www.swflwomensclinic.com/,yes,yes,Yes,8,543,Yes,16,550,650,,,12/23/21
995,Southwestern Women's: Southwestern Women's Options,,,"522 Lomas Blvd. NE, Albuquerque, NM 87102",522 Lomas Blvd. NE,Albuquerque,NM,87102,35.0897,-106.639,(505) 242-7512,https://southwesternwomens.com/southwestern-womens-options-albuquerque-new-mexico/,yes,yes,Yes,11,560,Yes,32,560,725,,,12/29/21
996,Southwestern Women's: Southwestern Women's Surgery Center,,,"8616 Greenville Ave, Ste 101, Dallas, TX 75243","8616 Greenville Ave, Ste 101",Dallas,TX,75243,32.8948,-96.7523,(214) 742-9310,http://www.southwesternwomens.com,yes,yes,No,,650,Yes,5.6,715,850,,,12/29/21
997,Spelman & Col Inc Mission Valley Branch,,,"2226 Avenida de la Playa, La Jolla, CA 92037",2226 Avenida de la Playa,La Jolla,CA,92037,32.8539,-117.255,(858) 454-6900,http://www.yellowpages.com/glendale-ca/mip/abortion-aid-medical-clinic-2668871?lid=2668871,no,no,,,700,,,750,926,,,
998,St. Lukes Medical Center: Boise,,,"190 E. Bannock Street, Boise, ID 83712",190 E. Bannock Street,Boise,ID,83712,43.6122,-116.192,(208) 381-2222,https://www.stlukesonline.org,yes,no,,,650,,16,657,,,2016,7/18/2021 (web only)
1000,Stanford Medicine Family Planning Services,,,"900 Blake Wilbur Drive, Garden Level, Suite W0050, Palo Alto, CA 94304","900 Blake Wilbur Drive, Garden Level, Suite W0050",Palo Alto,CA,94304,37.4357,-122.177,(650) 725-6079,https://stanfordhealthcare.org/medical-clinics/family-planning.html,yes,yes,Yes,9.6,700,Yes,23.6,750,926,,,9/24/2021 (phone)
1002,Staten Island University Hospital - South Site,,,"375 Seguine Ave, Staten Island, NY 10309",375 Seguine Ave,Staten Island,NY,10309,40.5165,-74.1968,(718)226-6550,https://siuh.northwell.edu/,no,no,,,580,,,580,600,,,12/28/21
1003,Staten Island University Hospital's Center for Women's Health,,,"440 Seaview Ave, Staten Island, NY 10305",440 Seaview Ave,Staten Island,NY,10305,40.5844,-74.088,(718) 226-6550,https://siuh.northwell.edu/obgyn/center-womens-health,yes,no,,,580,,,580,600,,,12/29/21
1004,Stockton Pregnancy Control Medical Clinic,,,"3209 N California St, Stockton, CA 95204",3209 N California St,Stockton,CA,95204,37.981,-121.293,(209) 465-5655,https://communityconnectionssjc.org/programs/details/stockton_pregnancy_control_medical_clinic/,yes,yes,Yes,10,700,Yes,14,750,926,,,9/24/2021 (phone)
1006,Stony Brook Women's Health: Huntington,,,"33 Walt Whitman Rd, Suite 228, Huntington, NY 11746","33 Walt Whitman Rd, Suite 228",Huntington,NY,11746,40.8301,-73.4111,(631) 923-1050 or (631) 680-8998,http://www.stonybrookwomenshealth.net/,yes,yes,Yes,8,580,No,,580,600,,,12/28/21
1007,Stony Brook Women's Health: Smithtown,,,"498 Route 111, Smithtown, NY 11787",498 Route 111,Smithtown,NY,11787,40.8313,-73.1975,(631) 923-1050 or (631) 680-8999,http://www.stonybrookwomenshealth.net/,yes,yes,Yes,8,580,No,,580,600,,,12/28/21
1008,Straub Clinic and Hospital,,,"888 South King Street, Honolulu, HI 96813",888 South King Street,Honlulu,HI,96813,21.3022,-157.851,(808) 522-4777,https://www.hawaiipacifichealth.org/straub/services/obstetrics-gynecology-obgyn/,yes,no,,,850,,,950,1300,,2015,7/28/2021 (web only)
1009,Summit Medical Center - Birmingham,,,"1801 14th Avenue South, Birmingham, AL 35205",1801 14th Avenue South,Birmingham,AL,35205,33.4963,-86.7964,,https://www.summitcenters.com/summit-bham/index.htm,no,no,,,600,,,700,800,,2006,7/22/20
1010,Summit Medical Centers: Atlanta,,,"1874 Piedmont Ave NE, Suite 500-E, Atlanta, GA 30324","1874 Piedmont Ave NE, Suite 500-E",Atlanta,GA,,33.8073,-84.3664,(404) 607-0042,https://www.summitcenters.com/atlanta-abortion-services/,yes,yes,Yes,11,476,Yes,12.6,485,,,,10/04/2021 (phone)
1011,Summit Medical Centers: Bridgeport,,,"3787 Main Street, Bridgeport, CT 06660",3787 Main Street,Bridgeport,CT,6660,41.2127,-73.2109,(203) 365-2660,https://www.summitcenters.com/connecticut-abortion-clinics/,no,no,,,620,,,657,650,,10/5/15,7/17/2021 (web only)
1012,Summit Medical Centers: Detroit,,,"15801 W. McNichols Rd, Detroit, MI, 48235",15801 W. McNichols Rd,Detroit,MI,48235,42.4159,-83.2022,(313) 272-8450,https://www.summitcenters.com/detroit-abortion-clinic/,yes,yes,Yes,10,550,Yes,24,550,675,,,12/29/21
1013,Surburban Women's Clinic: NW Houston,,,"17070 Red Oak Dr., Ste. 509, Houston, TX 77090","17070 Red Oak Dr., Ste. 509",Houston,TX,77090,30.0188,-95.4449,(281) 407-4893,http://www.suburbanwomensclinic.com,yes,yes,Yes,5.6,650,No,5.6,715,850,,,12/29/21
1014,Surburban Women's Clinic: SW Houston,,,"3101 Richmond Ave., #250, Houston, TX 77098","3101 Richmond Ave., #250",Houston,TX,77098,29.7339,-95.4247,(713) 309-6291,http://www.suburbanwomensclinic.com,yes,yes,Yes,5.6,650,No,5.6,715,850,,,12/29/21
1015,Sutter Health CPMC: Women's Center at Mission Bernal,,,"1580 Valencia St. Suite 508, San Francisco, CA 94110",1580 Valencia St. Suite 508,San Francisco,CA,94110,37.7475,-122.42,(415) 641-6996,https://www.sutterhealth.org/for-patients/womens-mission-bernal-cpmc,yes,yes,Yes,9,700,Yes,24,750,926,,,9/24/2021 (phone)
1016,Sweet Home Medical,,,"2550 Sweet Home Road, Amherst, NY 14228",2550 Sweet Home Road,Amherst,NY,14228,43.0284,-78.7993,(716) 691-1414,http://sweethomemedical.com,yes,yes,Yes,8,580,Yes,12,580,600,,,12/28/21
1018,The Corvallis Clinic,,,"3680 NW Samaritan Drive, Corvallis, OR 97330",3680 NW Samaritan Drive,Corvallis,OR,97330,44.6032,-123.256,(541) 754-1150,https://www.corvallisclinic.com/services_specialties/?c=obstetrics-gynecology,yes,no,Yes,7,650,Yes,7,700,925,,,12/22/21
1019,The Institute for Family Health: Ob/Gyn and Specialty Care Center of Kingston,,,"1 Foxhall Avenue, Kingston, NY 12401",1 Foxhall Avenue,Kingston,NY,12401,41.9268,-73.9944,(845) 338-8444,http://www.institute2000.org/health-care/services/womens-health-care/,yes,no,No,,580,No,,580,600,,,12/28/21
1020,The Institute for Family Health: Sidney Hillman/Phillips Family Practice,,,"16 East 16th Street, New York, NY 10003",230 W. 17th Street,New York,NY,10003,40.7408,-73.9992,(212) 206-5200,http://www.institute2000.org/health-care/locations/manhattan/,yes,yes,Yes,11,580,Yes,11,580,600,,,12/28/21
1021,The Reproductive Choice Program: Rutgers Medicine (DUPLICATE),,,"185 South Orange Avenue, MSB E-506, Newark, NJ 07101","185 South Orange Avenue, MSB E-506",Newark,NJ,7101,40.7387,-74.1901,(973) 972-2700,http://njms.rutgers.edu/departments/ob_gyn/rchoicep.cfm,yes,no,Yes,,490,Yes,,400,700,,,7/29/20
1022,The Women's Center,,,"419 Welshwood Dr., Nashville, TN 37221",419 Welshwood Dr.,Nashville,TN,37221,36.0826,-86.7301,(615) 331-1200,http://www.nashvillewomenscenter.com/,no,no,,,600,,,701,850,,2018,12/30/21
1024,Today's Women Medical Centers: Center #1,,,"3250 South Dixie Hwy. (U.S. 1), Miami, FL 33133",3250 South Dixie Hwy. (U.S. 1),Miami,FL,33133,25.7364,-80.2471,(305) 441-0304,https://todayswomenmedicalcenters.com/,yes,yes,Yes,8,543,Yes,24,550,650,,,12/23/21
1025,Today's Women Medical Centers: Center #2,,,"909 NE 163rd St., Suite #402, Miami, FL 33162","909 NE 163rd St., Suite #402",Miami,FL,33162,25.9252,-80.1822,(305) 441-0304,https://todayswomenmedicalcenters.com/,no,no,,,543,,,550,650,,2018,7/26/2021 (web only)
1026,Top-Gyn Ladies Center,,,"4391 W. Flagler Street, Miami, FL 33134",4391 W. Flagler Street,Miami,FL,33134,25.7716,-80.268,(305) 446-9111,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=5265,no,no,,,543,,,550,650,,2015,7/26/2021 (web only)
1027,"Torbati, Kamran MD - A Center for Comprehensive Women's Health",,,"5525 Etiwanda Ave., #216, Tarzana, CA 91356","5525 Etiwanda Ave., #216",Tarzana,CA,91356,34.1701,-118.531,(818) 344-0300,http://www.drtorbati.com,yes,yes,Yes,10,700,Yes,10,750,926,,,9/24/2021 (phone)
1028,Tahoe Forest MultiSpecialty Clinics Primary Care,,,"10956 Donner Pass Road Ste # 110, Truckee, CA 96161",10956 Donner Pass Road Ste # 110,Truckee,CA,96161,39.3263,-120.201,(530) 581-8864 ext 2,https://www.tfhd.com/our-providers/specialties/tahoe-forest-multispecialty-clinics,yes,no,,,700,,,750,926,,,6/13/2021 (web only)
1029,Trust Women Oklahoma City Clinic,,,"1240 S.W. 44th St., Oklahoma City, OK 73109",1240 S.W. 44th St.,Oklahoma City,OK,73109,35.4207,-97.5387,(405) 429-7940,https://trustwomen.org/clinics/oklahoma-city/home,yes,yes,Yes,10,638,Yes,21.6,688,750,2016,,12/23/21
1030,Trust Women South Wind Women's Center: Wichita,,,"5107 E. Kellogg Ave., Wichita, KS 67218",5107 E. Kellogg Ave.,Wichita,KS,67218,37.6791,-97.277,(316) 260-6934,https://trustwomen.org/clinics/wichita/patient-care-services/abortion,yes,yes,Yes,11,735,Yes,21.6,735,815,,,10/01/2021 (phone)
1031,Trust Women: Seattle,,,"1325 4th Avenue, Suite 1240, Seattle, WA 98101","1325 4th Avenue, Suite 1240",Seattle,WA,98101,47.6086,-122.335,(206) 625-0202,https://trustwomen.org/clinics/seattle/patient-care-services/abortion,no,no,,,650,,,650,,,,7/20/2021 (web only)
1033,Tulsa Women's Reproductive Services,,,"6136 East 32nd Place, Tulsa, OK 74135",6136 East 32nd Place,Tulsa,OK,74135,36.116,-95.9075,1 (800) 821-7237,http://tulsawomensclinic.com/,yes,yes,Yes,10,638,Yes,17,688,750,,,12/23/21
1034,U. Chicago - Ryan Center Clinic,,,"5758 S. Maryland Avenue, Chicago, IL 60637",5758 S. Maryland Avenue,Chicago,IL,60637,41.7901,-87.605,(773) 702-6118,https://obgyn.uchicago.edu/family-planning/ryan-center,yes,no,Yes,10,470,Yes,23.6,480,1385,,,12/22/21
1035,UC Davis,,,"4860 Y Street, Suite 2500, Sacramento, CA 95817","4860 Y Street, Suite 2500",Sacramento,CA,95817,38.5524,-121.449,(916) 734-6900,https://health.ucdavis.edu/obgyn/specialties/UWH/index.html / https://health.ucdavis.edu/obgyn/services/family-planning/medical-surgical-abortion.html,yes,yes,Yes,10,700,Yes,24,750,926,,,9/24/2021 (phone)
1036,UC Irvine Women's Options Center,,,"200 S. Manchester Ave., Suite 600, Orange, CA 92868","200 S. Manchester Ave., Suite 600",Orange,CA,92868,33.7879,-117.893,(714) 456-7188,http://www.ucirvinehealth.org/medical-services/womens-options/,yes,yes,Yes,10,700,Yes,23,750,926,,,9/24/2021 (phone)
1037,UCLA Family Planning,,,"UCLA Medical Center OB/GYN Clinic, 1010 Veteran Avenue, Los Angeles, CA 90095","UCLA Medical Center OB/GYN Clinic, 1010 Veteran Avenue",Los Angeles,CA,90095,34.0611,-118.45,(310) 825-5961,https://www.uclahealth.org/obgyn/family-planning,yes,yes,Yes,10,700,Yes,24,750,926,,,10/01/2021 (phone)
1042,UCSF Women's Options Center,,,"2356 Sutter St., San Francisco, CA 94143",2356 Sutter St.,San Francisco,CA,94143,37.7854,-122.439,(415) 353-7003,http://www.ucsfhealth.org/clinics/womens_options_center/index.html,yes,yes,Yes,9,700,Yes,23,750,926,,,10/04/2021 (phone)
1043,UMass Memorial Medical Center,,,"33 Kendall Street, Worcester, MA 01605",33 Kendall Street,Worcester,MA,1605,42.2736,-71.7929,(508) 334-8290,https://www.umassmemorialhealthcare.org/umass-memorial-medical-center/services-treatments/women%E2%80%99s-health/services-we-provide/general-obstetrics-and-gynecology/family-planning,yes,yes,,,650,,,700,725,,,12/27/21
1044,UMass Memorial Medical Center_belmont,,,"119 Belmont Street, Worcester, MA 01605",119 Belmont Street,Worcester,MA,1605,42.2722,-71.7922,(508) 334-6388,http://www.umassmemorial.org/,yes,yes,,,650,Yes,23.6,700,725,,,12/27/21
1045,UNC Women's Options Center (same thing as entry below),,,"101 Manning Drive, Chapel Hill, NC 27514",101 Manning Drive,Chapel Hill,NC,27514,35.9036,-79.052,(984) 974-8955,https://www.med.unc.edu/obgyn/family-planning/our-services/Womens_Options_Center/,yes,no,Yes,10,425,Yes,20.6,425,465,,,12/29/21
1046,UNM Center for Reproductive Health,,,"2301 Yale Blvd. SE, Building E, Albuquerque, NM 87106","2301 Yale Blvd. SE, Building E",Albuquerque,NM,87106,35.0563,-106.622,(505) 925-4455,https://hsc.unm.edu/health/patient-care/family-planning-reproductive-health/,yes,yes,Yes,10.6,560,Yes,23.6,560,725,,,12/29/21
1047,USC Keck School of Medicine: Women's Health,,,"1975 Zonal Avenue, Los Angeles, CA 90089",1975 Zonal Avenue,Los Angeles,CA,90089,34.0599,-118.206,(800) 872-2273,http://women.keckmedicine.org/,yes,no,,,700,,,750,926,,,9/24/2021 (phone)
1048,UW Health- Madison Surgery Center,,,"Madison Surgery Center, 1 South Park Clinic Third Floor, 1 S. Park St., Madison, WI 53715","Madison Surgery Center, 1 South Park Clinic Third Floor, 1 S. Park St.",Madison,WI,53715,43.067,-89.4008,(608) 287-2200,http://www.madisonsurgcenter.org,yes,no,,,600,,,738,,,,8/18/20
1056,University of Illinois: Center for Reproductive Health,,,"1801 West Taylor Street, Suite 4C, Chicago, IL 60612","1801 West Taylor Street, Suite 4C",Chicago,IL,60612,41.8691,-87.6715,(312) 413-7500,https://hospital.uillinois.edu/primary-and-specialty-care/obstetrics-and-gynecology/our-obgyn-services/center-for-reproductive-health,yes,no,Yes,9,470,Yes,14,480,1385,,,12/22/21
1063,University of Michigan Family Planning Clinic - Von Voigtlander Women's Hospital,,,"1540 E. Hospital Dr, Level 9, Rec B, Ann Arbor, MI, 48109","1540 E. Hospital Dr, Level 9, Rec B",Ann Arbor,MI,48109,42.2818,-83.7285,(734) 763-6295,http://www.uofmhealth.org/conditions-treatments/family-planning,yes,yes,,,550,Yes,,550,675,,,12/29/21
1068,University of North Carolina Family Planning Procedures Clinic,,,mis1,,Chapel Hill,NC,27514,35.9044,-79.0498,(984) 974-8955,https://www.med.unc.edu/obgyn/family-planning/our-services/womens_options_center/,yes,yes,No,10,425,Yes,20.6,425,465,,,12/30/21
1076,"Lauren McAfee, MD",,,"111 Colchester Ave, Burlington, VT 05401",111 Colchester Ave,Burlington,VT,5401,44.4806,-73.1966,(802) 847-0000,https://www.uvmhealth.org/medcenter/provider/lauren-k-macafee-md,yes,no,,,555,,,555,,,,8/18/20
1078,University of Washington Medical Center - Family Planning Clinic,,,"UW Medical Center-Roosevelt II, 4th Floor, Women's Health Center, 4245 Roosevelt Way N.E., Seattle, WA 98105","UW Medical Center-Roosevelt II, 4th Floor, Women's Health Center, 4245 Roosevelt Way N.E.",Seattle,WA,98105,47.6586,-122.318,(206) 598-5500 x4,https://www.uwmedicine.org/locations/family-planning-uwmc-roosevelt,yes,yes,Yes,10,650,Yes,14,650,,,,10/01/2021 (phone)
